artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
Sid les 3 éléments,34,1.4940219281345708,0.4987167716299748,15,0.38235294117647056,5,"15,0,16","0.382,0.294,0.147",0.8264705882311619,moderate
Plune,34,1.9561874904279644,0.6529914264024799,0,0.35294117647058826,6,"0,16,15","0.353,0.118,0.118",0.7147058823493678,moderate
Caribbean Dandee,34,1.6127751892092035,0.5383575840360012,0,0.4411764705882353,5,"0,16,5","0.441,0.206,0.147",0.8058823529371472,moderate
Rouda,34,1.4723027252352419,0.4914667235896129,0,0.47058823529411764,4,"0,6,1","0.471,0.235,0.118",0.8323529411723093,moderate
Kabal,33,0.8070561052372291,0.26940194634942366,0,0.696969696969697,2,"0,6,1","0.697,0.242,0.030",0.910606060601508,specialist
L’Atelier,33,1.5279113235073696,0.5100293297220215,0,0.45454545454545453,4,"0,6,16","0.455,0.182,0.152",0.8196969696928711,moderate
Melaaz,33,1.4231545166637785,0.4750606485189737,0,0.5454545454545454,4,"0,16,14","0.545,0.212,0.061",0.8318181818140227,specialist
Ghetto Fabulous Gang,32,1.3135850583747624,0.4384854647963548,0,0.4375,3,"0,16,15","0.438,0.344,0.125",0.8531249999957344,moderate
MC Circulaire,31,0.97558789557259,0.3256592400412337,16,0.6451612903225806,3,"16,15,0","0.645,0.194,0.129",0.8951612903181047,specialist
Syrano,31,1.4536338745609776,0.4852349081369869,0,0.5806451612903226,5,"0,14,6","0.581,0.097,0.097",0.8177419354797826,specialist
Spoke Orkestra,31,1.0618576725810431,0.35445679907881317,0,0.6451612903225806,2,"0,6,14","0.645,0.226,0.032",0.8822580645117176,specialist
Kobzx2z,31,1.4851588726406493,0.4957582110228859,0,0.3870967741935484,5,"0,14,1","0.387,0.290,0.161",0.8274193548345726,moderate
B.e.Labeu,30,1.591996335362546,0.5314214322209371,16,0.4,4,"16,15,9","0.400,0.300,0.100",0.8066666666626334,moderate
Gravité Zéro,30,1.32749672770497,0.44312929410413987,0,0.5666666666666667,3,"0,6,15","0.567,0.200,0.100",0.84999999999575,specialist
Francis Tra$h,29,1.7894057595184576,0.5973183168987239,16,0.27586206896551724,7,"16,0,6","0.276,0.241,0.172",0.7568965517203536,generalist
Carré rouge,29,0.8192405169423432,0.2734692028972389,0,0.4827586206896552,2,"16,0,1","0.483,0.483,0.034",0.8948275862024228,moderate
Lapso Laps,29,1.8493089093460602,0.617314479558659,15,0.27586206896551724,5,"15,9,16","0.276,0.207,0.138",0.7431034482721468,generalist
Ness & Cité,29,0.9108998379925953,0.30406583593397957,0,0.5862068965517241,3,"0,16,6","0.586,0.310,0.103",0.8982758620644742,specialist
SKS Crew,29,0.29875809911637563,0.09972790350919562,0,0.9310344827586207,1,"0,16,15","0.931,0.034,0.034",0.9396551724090947,specialist
Pihpoh,28,1.5110189560974974,0.5043905189514476,0,0.5,3,"0,1,16","0.500,0.214,0.107",0.8178571428530534,specialist
Fuzati,28,0.8320832341453382,0.2777562072188097,0,0.75,4,"0,16,15","0.750,0.107,0.071",0.9035714285669106,specialist
Sly Johnson,27,1.156707754967454,0.3861185344160252,0,0.48148148148148145,3,"0,6,17","0.481,0.370,0.074",0.872222222217861,moderate
Snifeur baby,27,1.320253106519627,0.44071131394974195,0,0.5185185185185185,4,"0,16,15","0.519,0.259,0.074",0.8537037036994354,specialist
Sysa,26,1.7842467197062781,0.5955961871017048,0,0.23076923076923078,6,"16,15,0","0.231,0.231,0.231",0.7538461538423845,generalist
Bakyl,24,1.2583179300168859,0.42003684412161396,15,0.5416666666666666,4,"15,0,16","0.542,0.208,0.125",0.8624999999956876,specialist
Zirko (SKS Crew),23,1.1674695210363968,0.38971090018380306,0,0.6086956521739131,4,"0,16,11","0.609,0.174,0.087",0.8717391304304242,specialist
Kayliah,22,1.2757690595028026,0.4258621742554091,0,0.5909090909090909,3,"0,14,1","0.591,0.136,0.136",0.854545454541182,specialist
Tepa,22,1.0318204773536561,0.34443013698602465,0,0.6818181818181818,3,"0,16,5","0.682,0.136,0.091",0.8863636363592046,specialist
Veazy,21,1.7237136006652276,0.5753897355521352,16,0.3333333333333333,5,"16,15,0","0.333,0.238,0.143",0.7785714285675357,moderate
Fabulous Trobadors,21,0.9532562881145449,0.3182047663370292,0,0.7142857142857143,2,"0,5,16","0.714,0.143,0.048",0.8928571428526788,specialist
Bambi Cruz,21,1.4725421367733922,0.49154664112438856,0,0.3333333333333333,4,"0,16,6","0.333,0.238,0.238",0.8166666666625831,moderate
Doomams,21,1.434740958380195,0.4789282977807921,0,0.3333333333333333,4,"0,16,15","0.333,0.286,0.238",0.826190476186345,moderate
JR O Crom,20,2.0126926683604287,0.6718533181780855,0,0.25,5,"0,9,14","0.250,0.200,0.150",0.6999999999965001,generalist
Kvra,20,1.2348391925693762,0.4121994490196626,15,0.55,3,"15,16,0","0.550,0.200,0.150",0.8649999999956749,specialist
10vers,20,0.5875009692875386,0.19611264146463797,0,0.85,1,"0,16,6","0.850,0.050,0.050",0.9199999999954,specialist
Less’ du Neuf,20,0.8711333080941848,0.2907914421406939,0,0.7,2,"0,15,10","0.700,0.200,0.050",0.9049999999954752,specialist
